915;-7.26458367;8.84504147;-7.24622210;8.80644081;154.82281647944
955;-7.77661464;9.05921611;-7.76309263;9.02281759;159.85168671094
957;-7.69251072;9.07140441;-7.67570871;9.03879002;153.03390069851
963;-7.29559081;9.09635040;-7.32373628;9.14693153;331.21760155871
973;-7.37952598;9.12277294;-7.39899475;9.16354660;334.76154676513
976;-7.23754710;9.13513125;-7.25264485;9.17317641;338.60677765711
985;-7.47096379;9.18555841;-7.48773898;9.22089277;334.89147017689
990;-7.66590299;9.18090560;-7.68541104;9.22112676;334.4174365116
996;-6.78792300;9.20859394;-6.80781560;9.25752430;338.13689614567
1008;-7.32151245;9.27114843;-7.29988384;9.22656381;154.41283449898
1014;-7.83914816;9.30087395;-7.85922122;9.34326096;334.95437122262
1024;-7.52046162;9.36045752;-7.53396527;9.39686276;339.90010095184
1033;-7.81247043;9.43588940;-7.79347339;9.39892946;153.11057881962
1043;-7.02833082;9.45840446;-7.04725691;9.49268089;331.42766266291
1064;-7.09339712;9.54663340;-7.12098168;9.59831248;332.24291997137
1069;-7.56056397;9.56895344;-7.57626578;9.60482506;336.65583489063
1078;-6.89590728;9.58508592;-6.91696565;9.62643145;333.33662707103
1087;-6.94252276;9.64773656;-6.96620173;9.70916390;339.19556290561
1096;-7.16260275;9.68369601;-7.17771009;9.72066135;338.05953388751
1116;-7.77519963;9.77161201;-7.78982623;9.81072912;339.77382537197
1129;-7.47785995;9.84853172;-7.49464525;9.88658205;336.51127475946
1132;-7.69275604;9.87330397;-7.67813526;9.83526896;159.25547819431
1134;-7.07792507;9.86439114;-7.10336362;9.91118131;331.8288052558
1165;-7.03869590;10.02253880;-7.06133507;10.08016395;338.85352385909
1169;-7.80545919;10.02564048;-7.82281287;10.07073532;339.24863385501
1180;-8.00110458;10.13263518;-7.97714383;10.09023953;150.90668829476
1218;-7.58822540;10.25861146;-7.60285710;10.29448061;338.13201170284
1237;-7.61861819;10.32330159;-7.63652901;10.36243906;335.76421428467
1278;-7.70122102;8.92494102;-7.71854835;8.96298162;335.77563676941
1336;-6.89503839;9.09317282;-6.91385915;9.14100850;338.77156183852
1340;-7.27409689;9.13964659;-7.28919371;9.17877589;339.14938608692
1342;-7.39148115;9.13476097;-7.40550941;9.17171286;339.45503322965
1343;-7.46951637;9.14106600;-7.48519353;9.17748060;336.97433473079
1345;-6.79097783;9.15600817;-6.77645242;9.12229601;156.95414003575
1351;-6.95893558;9.17977332;-6.94440478;9.14389472;158.20571578276
1386;-7.51360172;9.30346409;-7.49573821;9.26595543;154.82452523228
1389;-7.24390630;9.28433740;-7.26223381;9.33270575;339.49942140212
1419;-7.09157217;9.38227475;-7.10884029;9.42087871;336.18924224933
1438;-6.95385601;9.39669123;-6.99489599;9.47774057;333.46101045123
1506;-7.71830517;9.63033813;-7.74430058;9.69716876;339.02261514928
1520;-7.08402932;9.65777368;-7.09965511;9.69799803;339.04759800703
1592;-7.57371184;9.94768853;-7.55309668;9.90691152;153.52543071635
1626;-7.19231689;10.04944680;-7.20851079;10.09021641;338.64162410472
1640;-7.53693724;10.09454895;-7.56020181;10.15649730;339.71275691199
1643;-7.12691990;10.09627203;-7.14471103;10.14356158;339.67875548072
1676;-6.70113766;10.17220566;-6.71893687;10.20920404;334.66442060839
1682;-7.23959024;10.21242994;-7.21575694;10.16565230;153.36564362671
