76;-6.85699154;9.06800353;-6.82846718;9.09332472;48.043135379352
172;-6.95142750;9.34515261;-6.91681622;9.38020418;44.250936879027
197;-8.02020985;9.40559992;-7.98952827;9.43372928;47.094728885253
260;-7.68728647;9.59278547;-7.64779400;9.62627123;49.302187427572
347;-6.98644481;9.88772106;-7.01396771;9.85859674;222.95645994421
492;-7.32012472;8.74439203;-7.28890082;8.77571608;44.569751092469
499;-7.75976477;8.87739356;-7.72636706;8.91146364;44.079977816226
503;-7.76511503;8.90888139;-7.73662918;8.94188319;40.452306795024
504;-7.70285407;8.92603188;-7.67493099;8.95251912;46.159748704421
505;-7.41898476;8.96182228;-7.39266880;8.99046142;42.225704671771
512;-7.83966480;8.97260567;-7.81174088;9.00073180;44.437313329024
513;-7.72338748;8.98361629;-7.68780054;9.01550303;47.783166847844
520;-7.43408038;9.00420243;-7.40393459;9.03445315;44.541689752232
522;-7.18471146;9.00468462;-7.15728520;9.03329746;43.428867846952
546;-7.60655605;9.13782036;-7.63835169;9.10321749;222.21858684597
548;-7.56672758;9.13169734;-7.60564733;9.09061516;223.09168631578
552;-7.57705679;9.14258878;-7.54308580;9.17283580;47.950843729587
559;-7.67789303;9.18691785;-7.70638051;9.16097776;227.31454643819
561;-6.97642912;9.17499034;-6.94789770;9.20086311;47.427063242377
563;-7.68330911;9.19887402;-7.71891875;9.16644805;227.31389310845
564;-7.48892095;9.19973950;-7.52345132;9.16787341;226.93203104723
573;-7.10113069;9.23045084;-7.07259208;9.25796157;45.674003533021
577;-6.81826408;9.24511466;-6.85173246;9.21711523;229.71907020034
578;-6.86084143;9.24537104;-6.83007990;9.27664123;44.151946027661
588;-7.12232725;9.24846207;-7.09101713;9.28355346;41.364708125736
597;-7.72373898;9.34388524;-7.75278214;9.31848747;228.45466007321
602;-7.04916882;9.34678781;-7.00797432;9.38832248;44.376500312325
605;-7.12947830;9.34125337;-7.10254851;9.37257040;40.311333012043
615;-7.33605997;9.42744967;-7.30093184;9.46091476;45.995372260569
