FID; LONGITUDE1(deg); LATITUDE1(deg); LONGITUDE2(deg); LATITUDE2(deg); TETADEG(DEG); LONGEUR(Km)
292; -7.84276838; 9.68720633; -7.89140910; 9.69604833; 280.45283232338; 5.4471611447184
293; -7.42935151; 9.69424289; -7.49223441; 9.69344019; 269.2633611094; 6.9336360655916
294; -6.76232181; 9.70734950; -6.80833627; 9.69192029; 251.21684840494; 5.3625869341413
295; -6.83398293; 9.69859107; -6.79395192; 9.71840083; 63.337664185652; 4.9382945669075
296; -7.66882542; 9.70013924; -7.60752578; 9.71345892; 77.563149150918; 6.9161750116018
297; -8.00785990; 9.70779985; -8.06307802; 9.71500937; 277.55027585018; 6.132315547449
298; -6.85851024; 9.70959173; -6.89517045; 9.70385345; 260.97989140533; 4.0970928349726
299; -7.23297040; 9.71335726; -7.27018485; 9.70649557; 259.40771668635; 4.1752650748256
300; -7.04872162; 9.71398335; -6.98965893; 9.71743797; 86.598961148152; 6.5295584548244
301; -7.87166215; 9.71388918; -7.92408417; 9.73901725; 295.9395936996; 6.4143201821246
302; -6.80434789; 9.71684083; -6.84206007; 9.71762318; 271.20892359056; 4.1646116641495
303; -7.75734268; 9.71946136; -7.80544314; 9.72668616; 278.66877752482; 5.3598248446163
304; -7.39697959; 9.71796228; -7.47621123; 9.73025946; 278.95545064239; 8.842414727797
305; -7.31436213; 9.72841432; -7.36079679; 9.73731980; 281.01527626846; 5.2158778728809
306; -6.83540302; 9.73276595; -6.79880032; 9.72927814; 95.519062199814; 4.059826285762
307; -7.61839565; 9.72977899; -7.68617568; 9.73818456; 277.17722196684; 7.5279229354249
308; -7.03004581; 9.72906294; -6.99172899; 9.73697534; 78.163593833604; 4.3193346481451
309; -7.55871869; 9.74580806; -7.51878770; 9.74780705; 87.088819604028; 4.4073530280903
310; -7.15290467; 9.75741249; -7.19778208; 9.75005886; 260.56394367305; 5.0181276230326
311; -7.60513576; 9.76227691; -7.67620320; 9.77069873; 276.86276966141; 7.8879616838198
312; -7.92020149; 9.75582532; -7.96119231; 9.76626208; 284.48922064239; 4.6610517198642
313; -6.91392819; 9.76416815; -6.95485601; 9.77689063; 287.51014342946; 4.7339939435183
314; -7.23266781; 9.77085409; -7.27967601; 9.77489217; 274.98567256122; 5.2046160072258
315; -7.43285779; 9.76315523; -7.38839714; 9.79712382; 52.210448424891; 6.1888040231534
316; -7.62369293; 9.77157548; -7.66796670; 9.77880473; 279.41166684458; 4.9450240780547
317; -7.79594531; 9.78253741; -7.84411615; 9.77239567; 257.94470622857; 5.4250437249899
318; -6.78591678; 9.77637480; -6.82803340; 9.77339258; 265.89383667718; 4.661951696791
319; -7.30544115; 9.76254501; -7.35397394; 9.79044899; 300.26442200025; 6.1868017726335
320; -7.72759769; 9.77577778; -7.77517978; 9.77703758; 271.54300695097; 5.2444129598643
321; -7.92445519; 9.79382014; -7.97317287; 9.78366159; 258.05662511104; 5.4827327286218
322; -7.90531100; 9.79321637; -7.95013326; 9.80420980; 283.98062596281; 5.0854782850075
323; -7.47479901; 9.80023561; -7.39324622; 9.81233621; 81.429929677952; 9.0921428044601
324; -7.05695293; 9.80298153; -6.99997027; 9.82163313; 71.619691566656; 6.6217384050606
325; -7.99225975; 9.80325237; -8.02832300; 9.81800796; 292.5528038585; 4.296544030444
326; -6.84477822; 9.80495350; -6.77516451; 9.83107619; 69.145753215756; 8.216638490325
327; -7.12853983; 9.81206260; -7.17719348; 9.81558234; 274.20310277733; 5.3821835387139
328; -6.96554645; 9.81708915; -7.00062772; 9.80319652; 248.10832416699; 4.1687123233891
329; -7.64707053; 9.80639165; -7.59935484; 9.83657941; 57.292663717846; 6.2388385020485
330; -7.63277531; 9.82423794; -7.67924874; 9.83039043; 277.65632715555; 5.1670340218532
331; -7.47465251; 9.83224233; -7.41009524; 9.83465744; 87.820116445825; 7.123030081129
332; -7.39314937; 9.83240743; -7.35373817; 9.83818504; 81.533969579137; 4.3933130905136
333; -7.67922505; 9.83635831; -7.63712481; 9.83076589; 97.674528948535; 4.6810668677935
334; -7.92485870; 9.83831378; -7.88597285; 9.85066727; 72.125606335158; 4.4977127135916
335; -6.84346344; 9.83911104; -6.88719514; 9.84155661; 273.25219704445; 4.8355286931885
336; -7.63925299; 9.84542289; -7.67866506; 9.83961138; 261.49177676229; 4.3911352685363
337; -7.20656756; 9.84503024; -7.15562748; 9.85831625; 75.168407358678; 5.8107837640369
338; -7.15838931; 9.85344962; -7.12293360; 9.83643978; 115.9593124971; 4.3451716843771
339; -7.19013873; 9.84873957; -7.23166056; 9.85763852; 282.27582916355; 4.6861631071282
340; -7.77102270; 9.86600272; -7.81312201; 9.87429208; 281.30573275031; 4.7287093740195
341; -7.66597164; 9.86723105; -7.62382973; 9.87085936; 85.001963189636; 4.6618062970375
342; -7.17915529; 9.85681681; -7.13355104; 9.89345120; 50.802569496183; 6.4737503347213
343; -7.58723250; 9.85714485; -7.62382973; 9.87085936; 290.82817809776; 4.312275286917
344; -7.54886244; 9.87434246; -7.50781456; 9.87796066; 84.883740549921; 4.5428227596986
345; -7.22500400; 9.87496139; -7.18613803; 9.88017853; 82.237673965319; 4.3266357382673
346; -7.04072126; 9.86634649; -6.99578226; 9.88126846; 71.370182394795; 5.2297430412223
347; -6.98644481; 9.88772106; -7.01396771; 9.85859674; 222.95645994421; 4.4401245668566
348; -6.97982851; 9.89635912; -7.06623671; 9.89903697; 271.80929509266; 9.5407091899711
349; -7.33929971; 9.88151145; -7.38964909; 9.87741629; 265.28473269751; 5.5710524082329
350; -7.09318931; 9.87315613; -7.05489676; 9.87402195; 88.681975352249; 4.2266215377627
351; -7.26163599; 9.87840711; -7.22977890; 9.90265059; 52.311598951741; 4.4289602591439
352; -7.30538636; 9.88079997; -7.34085919; 9.89779301; 295.93526759198; 4.3446358649378
353; -7.87762095; 9.89350343; -7.92905678; 9.89367118; 270.19410028193; 5.6651074402355
354; -7.68340335; 9.88628857; -7.74349795; 9.91039073; 292.15791212444; 7.1435420291353
355; -6.86170176; 9.89400133; -6.81074316; 9.90831546; 74.080425870419; 5.8468658422268
356; -6.90757057; 9.90567903; -6.84704475; 9.87709599; 115.60651538361; 7.399131952164
357; -7.87535275; 9.91682673; -7.91097975; 9.89958156; 243.83463462898; 4.367487151198
358; -6.84415835; 9.90039703; -6.79983386; 9.90390574; 85.401960429363; 4.9092906088137
359; -8.11017170; 9.89854017; -8.07178475; 9.92719467; 52.842659181261; 5.2925142100086
360; -6.94906466; 9.91786672; -6.98740984; 9.90887890; 256.61894179976; 4.3486919217542
361; -8.07564002; 9.91852356; -8.03345509; 9.93414018; 69.399128820424; 4.9584829501555
362; -7.29968708; 9.92525223; -7.34021666; 9.91677601; 258.01692670891; 4.5682407623491
363; -7.48083085; 9.91635730; -7.42440413; 9.93128655; 74.960542391822; 6.4390314225448
364; -7.19628207; 9.92579656; -7.24111349; 9.93145919; 277.31101853853; 4.9854357971972
365; -6.94077187; 9.93191687; -6.90410270; 9.93494339; 85.207100646537; 4.061667852996
366; -6.85984999; 9.92652867; -6.89868126; 9.92731678; 271.18371569927; 4.2876504202405
367; -7.23671641; 9.93523311; -7.17216896; 9.93325973; 91.772203016965; 7.1240626573945
368; -7.11258844; 9.92425088; -7.17690610; 9.96691535; 303.96426056115; 8.535993415024
369; -7.25476501; 9.93641254; -7.21260297; 9.94269923; 81.38828471258; 4.703131985886
370; -7.73457830; 9.95321879; -7.77340941; 9.95987421; 279.87482402135; 4.3418756301839
371; -7.55942973; 9.96010514; -7.52049132; 9.97892261; 63.860757302715; 4.7751596349625
372; -7.65790167; 9.96811074; -7.70061651; 9.96122667; 260.71063818503; 4.7689116097065
373; -7.20208632; 9.96488223; -7.15886905; 9.96356189; 91.772955007754; 4.7701125181071
374; -7.76844934; 9.96907943; -7.72352135; 9.98193180; 73.799792442126; 5.1523447864937
375; -7.89869813; 9.97224747; -7.94082978; 9.97618197; 275.42018095573; 4.6607205868341
376; -7.01221708; 9.96760239; -6.96403756; 9.97327784; 83.175405172532; 5.3548375526857
377; -7.90579700; 9.97715406; -7.86744859; 9.98733498; 74.910301578528; 4.3728934447516
378; -7.62774562; 9.98155134; -7.56971585; 9.98564756; 85.895387227612; 6.4121489806868
379; -7.30263608; 9.98981878; -7.34646260; 9.98027493; 257.53554430327; 4.9486481472148
380; -7.16099976; 9.97387944; -7.12804143; 9.99647696; 55.152107346333; 4.4200461109732
381; -7.26927097; 9.98693489; -7.32888844; 9.99266381; 275.57810778734; 6.6062252174135
382; -7.98619667; 9.99639892; -7.94624027; 9.99573227; 90.967122334357; 4.4006984000752
383; -8.05133501; 9.99659089; -8.09509918; 10.00647970; 282.92628235252; 4.9420052501197
384; -7.48319076; 9.99774235; -7.44270086; 9.99592793; 92.601790658787; 4.468689506449
385; -6.95733396; 9.99547316; -7.01968604; 9.99910416; 273.38946709103; 6.8935576873504
386; -7.64357181; 9.99246672; -7.58879557; 10.00308950; 78.85505436898; 6.151576219555
387; -8.05075927; 10.00635612; -8.08850756; 10.01460084; 282.50846510852; 4.255773613254
388; -7.84990139; 9.99649859; -7.90842144; 10.01080271; 283.94446808194; 6.6390428788009
389; -7.77106567; 10.00109993; -7.72449961; 10.01177565; 76.890862145647; 5.2661795065961
390; -7.63139032; 10.02605361; -7.59255893; 10.01883850; 100.68188069194; 4.3543518593909
391; -6.94899116; 10.01711567; -6.99779074; 10.00060022; 251.03821360028; 5.6905918638677
392; -6.98732176; 10.01246892; -6.93199543; 10.02243370; 79.630493006724; 6.2063868615577
393; -7.17439064; 10.02548231; -7.21656350; 10.01920247; 261.40485194549; 4.704587525224
394; -7.44198537; 10.03118606; -7.40257898; 10.03099868; 90.273240541436; 4.3451253109292
395; -7.63356382; 10.02986025; -7.67247977; 10.01699735; 251.44888102509; 4.5209265758602
396; -7.24549120; 10.03345980; -7.20932731; 10.04140288; 77.422565953147; 4.0858947001617
397; -7.40418636; 10.03805858; -7.46982478; 10.04704783; 277.9237387361; 7.3059600288654
398; -7.61600455; 10.04009544; -7.56013948; 10.04745267; 82.377249724347; 6.2116219490086
399; -7.19615686; 10.04784049; -7.23778548; 10.04155541; 261.28635883421; 4.6450932673348
400; -7.03366655; 10.03986493; -6.99361703; 10.05643804; 67.201359436444; 4.78876812324
401; -7.92303951; 10.05968282; -7.87767093; 10.03891424; 114.9300932023; 5.5047157174297
402; -7.77250757; 10.05427572; -7.81299015; 10.06201920; 280.99716642327; 4.5422426591436
403; -7.03695309; 10.03934204; -6.99961982; 10.05918618; 61.635581976279; 4.6738318415965
404; -7.21859230; 10.04850433; -7.25630286; 10.05846884; 285.02509780661; 4.3048483399896
405; -7.41067206; 10.05490647; -7.46262459; 10.06491660; 281.07665863151; 5.8354060736542
406; -7.68434616; 10.06044758; -7.64054357; 10.06244063; 87.350336806044; 4.8322192929558
407; -7.05216139; 10.05841493; -7.10139538; 10.06195544; 274.18147079836; 5.4471092275454
408; -7.16597132; 10.06286220; -7.20976113; 10.06201727; 268.88116884762; 4.8318518496316
409; -7.53536599; 10.07880935; -7.57472096; 10.09254434; 289.52186785756; 4.5990760518771
410; -7.57588498; 10.07681649; -7.53479406; 10.08423186; 79.60983640302; 4.6038742962567
411; -7.60597033; 10.08237001; -7.56317392; 10.10388696; 62.943859317382; 5.2891910773916
412; -7.97221433; 10.09076680; -7.93222689; 10.09606564; 82.330799684245; 4.4428853132015
413; -7.41432860; 10.09072740; -7.46090014; 10.08226817; 259.55106847375; 5.2203897334727
414; -6.90417325; 10.09438904; -6.96055210; 10.09311553; 268.69060265608; 6.2248213196315
415; -7.12090552; 10.09515301; -7.04357938; 10.12019478; 71.784516904031; 8.975521588629
416; -6.99884172; 10.09660425; -7.04363520; 10.11097479; 288.0532372151; 5.1952997502263
417; -7.82709254; 10.09842131; -7.79092012; 10.10805667; 74.856884327283; 4.1264088292514
418; -7.49741810; 10.11661355; -7.54506358; 10.11357260; 266.29476330202; 5.2632270398794
419; -7.58064538; 10.11481295; -7.52422223; 10.12161734; 83.011054776093; 6.2653929679189
420; -7.27678061; 10.11878691; -7.33480788; 10.11908571; 270.30478974797; 6.4000406942964
421; -6.98170981; 10.12307511; -6.91549792; 10.12049275; 92.262942359884; 7.3139873260443
422; -7.56363461; 10.12341932; -7.60035988; 10.11381233; 255.12225951895; 4.1865423581136
423; -7.28441568; 10.12425122; -7.21762146; 10.12552324; 88.885873223225; 7.3691373214475
424; -7.37033129; 10.13119776; -7.40544175; 10.11672325; 247.28028174753; 4.1929085923189
425; -7.23619504; 10.13267496; -7.28272721; 10.13292145; 270.3124060752; 5.1327385643249
426; -6.90892324; 10.12153568; -6.93719604; 10.15100047; 316.63530229074; 4.5248428771367
427; -7.49677717; 10.13668290; -7.44260073; 10.13100570; 96.071580122766; 6.0062887914778
428; -7.15082908; 10.12678161; -7.10859118; 10.14172826; 70.223955530569; 4.9478113511094
429; -7.58331145; 10.13109985; -7.62045258; 10.15241617; 300.24705822887; 4.7303056353829
430; -7.10746133; 10.14768804; -7.17911607; 10.15839934; 278.64144405399; 7.9950137097211
431; -7.28977781; 10.14543438; -7.24542462; 10.14682754; 88.16842787843; 4.8946795518372
432; -7.36093337; 10.14905221; -7.39772632; 10.12699271; 238.65900682031; 4.7411451903576
433; -7.84113137; 10.15327007; -7.80066077; 10.13901810; 109.681143537; 4.7315494292229
434; -7.55969308; 10.14781495; -7.59803086; 10.14581091; 266.96360834898; 4.2315977594569
435; -7.66919311; 10.15098995; -7.59901258; 10.17185588; 73.186565772142; 8.0750560477314
436; -7.57379936; 10.17717212; -7.69056843; 10.14619314; 254.92587925115; 13.322148447645
437; -7.45893198; 10.15061213; -7.49608524; 10.16760183; 294.92147030959; 4.5107838262383
438; -7.40086579; 10.15630139; -7.43861585; 10.16245060; 279.39989843301; 4.218253410575
439; -7.41946280; 10.16018888; -7.35858281; 10.18050308; 71.267821593699; 7.0831584920901
440; -6.80463958; 10.16478190; -6.84898579; 10.16344921; 268.25515338738; 4.8983538944651
441; -7.24200058; 10.17230334; -7.28087635; 10.17196736; 269.50036506666; 4.2882809749194
442; -6.65468790; 10.16211578; -6.73170335; 10.18434880; 286.35287913248; 8.8573645042944
443; -7.12535861; 10.17653772; -7.16259635; 10.17512172; 267.79084543307; 4.1115187119647
444; -7.19213305; 10.18016795; -7.23376425; 10.17659841; 265.02504566753; 4.6096641767088
445; -7.64717845; 10.17748370; -7.60653517; 10.20498151; 55.491376067946; 5.4234270148238
446; -6.96600077; 10.18372114; -6.92491243; 10.18834395; 83.475150712581; 4.5643248944523
447; -7.72870339; 10.19571446; -7.78182725; 10.19591687; 270.22650900638; 5.8531170249533
448; -6.97854388; 10.19139182; -6.94012187; 10.20687963; 67.72410220629; 4.5771946696871
449; -7.21779633; 10.19278445; -7.15751639; 10.20167093; 81.475880896908; 6.7231610247011
450; -7.68857759; 10.23136305; -7.78345380; 10.20026335; 251.58690986925; 11.010867977971
451; -7.34425986; 10.19724698; -7.39187736; 10.20182464; 275.58303127604; 5.2757161990653
452; -7.49040286; 10.21151742; -7.53803519; 10.21444689; 273.58009297747; 5.2610831016047
453; -7.61804524; 10.20286037; -7.65690601; 10.20844783; 278.31515308687; 4.3276174686069
454; -7.37533952; 10.22344123; -7.47452411; 10.21090106; 262.68811693946; 11.024878729975
455; -6.78285453; 10.22808246; -6.84804900; 10.22146991; 264.12138219737; 7.2355233307958
456; -6.97130344; 10.21087144; -7.00341867; 10.24089922; 313.53684935415; 4.8695154479814
457; -7.56700742; 10.22651065; -7.51935736; 10.22684004; 89.593314938996; 5.2527205053197
458; -6.92359604; 10.22250248; -6.95796645; 10.24170169; 299.58335449316; 4.3532261592103
459; -7.60914840; 10.23374602; -7.64102596; 10.20783955; 230.45324242334; 4.5432788074596
460; -6.84913296; 10.22310399; -6.77072379; 10.24047206; 77.308014899061; 8.8699841396213
461; -7.57137916; 10.22869988; -7.52361324; 10.25398419; 61.719590085302; 5.968916896863
462; -7.38346055; 10.24192537; -7.44259795; 10.24438383; 272.42429734267; 6.5265442218693
463; -7.26515526; 10.24402801; -7.30618466; 10.25238097; 281.6924024155; 4.619757851442
464; -6.91526346; 10.24088842; -6.87417901; 10.24387635; 85.769629648627; 4.5474985736764
465; -7.55537359; 10.25575447; -7.59047393; 10.24560095; 253.62172085407; 4.0303056070438
466; -6.74213721; 10.25708518; -6.78173706; 10.23132855; 236.54045515913; 5.2271215362095
467; -7.44469337; 10.26392305; -7.50108042; 10.27015573; 276.41433911132; 6.2552105417798
468; -6.75088153; 10.25931496; -6.79361589; 10.25526992; 264.50926922989; 4.7400773831791
469; -7.71638897; 10.26185600; -7.67470657; 10.27416670; 73.289036002291; 4.79277312949
470; -6.78529791; 10.27039724; -6.73586790; 10.29174655; 66.296144777179; 5.9520541464877
471; -7.63908452; 10.27781681; -7.68834977; 10.28670038; 280.38943178846; 5.5182470084819
472; -6.72061489; 10.28079429; -6.68172652; 10.28268734; 87.164214647075; 4.2998030453346
473; -7.47472934; 10.28251004; -7.51310787; 10.27509352; 258.89203935755; 4.3106682035148
474; -6.85803519; 10.28335890; -6.82527818; 10.26904092; 113.94893910314; 3.9514098660632
475; -7.39304728; 10.29567685; -7.44455538; 10.29213118; 266.00252435605; 5.6931615268749
476; -6.85086551; 10.29090368; -6.92792310; 10.31472632; 287.45065615183; 8.9094474938708
477; -6.81075090; 10.31124193; -6.76920300; 10.30119674; 103.80249624625; 4.7215357693732
478; -6.93835305; 10.31099673; -6.88854394; 10.30687885; 94.798806574329; 5.5172830663777
479; -6.67718384; 10.30488682; -6.74377581; 10.33464093; 294.43156694746; 8.0639290290214
480; -7.55071713; 10.31595139; -7.59840276; 10.31073670; 263.66179597733; 5.2880189272717
481; -6.66450271; 10.31672472; -6.62845022; 10.30507519; 108.17854314939; 4.1873136959189
482; -7.66953988; 10.33056831; -7.63061003; 10.33745814; 79.798149428134; 4.3581391188439
483; -7.46402231; 10.34430223; -7.51169146; 10.34344099; 268.95213176311; 5.256239062554
484; -7.42731356; 10.34466760; -7.46517861; 10.33183070; 250.98884636354; 4.4121660214224
485; -6.76559217; 10.34726520; -6.81216866; 10.34378900; 265.66559904653; 5.1572615432082
486; -7.43278666; 10.34577922; -7.47220079; 10.35247834; 279.80622969954; 4.4090118323453
487; -7.60024536; 10.38940869; -7.56247552; 10.38056168; 103.39128903171; 4.2777524101124
488; -7.54873693; 10.38917984; -7.50098251; 10.40631986; 69.948035602087; 5.598700695741
489; -7.57006288; 10.39904064; -7.52016423; 10.40586655; 82.077508292641; 5.5525570784672
490; -7.48559742; 10.41492722; -7.52333715; 10.43029329; 292.49246631986; 4.4977059018098
491; -7.27152390; 8.75990511; -7.29630285; 8.70685428; 204.78294736; 6.5013546144593
492; -7.32012472; 8.74439203; -7.28890082; 8.77571608; 44.569751092469; 4.8980929396962
493; -7.25081618; 8.75709752; -7.21359840; 8.78621632; 51.630312216988; 5.2286625886251
494; -7.82421189; 8.85589815; -7.86030195; 8.82887947; 232.85335807874; 4.9830368036267
495; -7.83299372; 8.83910498; -7.79635713; 8.86557628; 53.821130417736; 4.9953069151702
496; -7.67806434; 8.83967576; -7.61573639; 8.87742978; 58.485054904041; 8.050198407115
497; -7.29503632; 8.86471059; -7.25677931; 8.88080816; 66.929318945363; 4.5836794438301
498; -7.68012054; 8.87495015; -7.71237999; 8.85444484; 237.24842683493; 4.223176020263
499; -7.75976477; 8.87739356; -7.72636706; 8.91146364; 44.079977816226; 5.281384437147
500; -7.68447527; 8.87767838; -7.66635029; 8.91125325; 28.071652576552; 4.2340694701355
501; -7.35160021; 8.90131143; -7.31931142; 8.92395138; 54.632646245543; 4.3609646112603
502; -7.90031955; 8.94674587; -7.86751892; 8.96563824; 59.751627742727; 4.1791553084969
503; -7.76511503; 8.90888139; -7.73662918; 8.94188319; 40.452306795024; 4.828732642111
504; -7.70285407; 8.92603188; -7.67493099; 8.95251912; 46.159748704421; 4.2593825800941
505; -7.41898476; 8.96182228; -7.39266880; 8.99046142; 42.225704671771; 4.3083179815193
506; -7.50794631; 8.95622406; -7.46201572; 8.97936434; 62.972816872091; 5.6799742056719
507; -7.48877982; 8.97296458; -7.53249543; 8.95740730; 250.19052626611; 5.1203211999804
508; -7.55373247; 8.96834173; -7.53119881; 9.00840046; 29.055137896111; 5.1001019293614
509; -7.63344067; 8.95779388; -7.60766227; 8.99242115; 36.326477223122; 4.7851137454522
510; -7.36821898; 8.96702672; -7.32996716; 8.97987552; 71.215775601271; 4.4538422110249
511; -7.59077685; 8.98421876; -7.60782359; 8.95010264; 206.27048638586; 4.2333282458962
512; -7.83966480; 8.97260567; -7.81174088; 9.00073180; 44.437313329024; 4.3867326667188
513; -7.72338748; 8.98361629; -7.68780054; 9.01550303; 47.783166847844; 5.2866449397679
514; -7.79706976; 8.98115089; -7.74896568; 9.00432200; 63.998606562839; 5.8928843253253
515; -7.25411222; 8.98277930; -7.23266010; 9.01847941; 30.687402193993; 4.6214509635386
516; -6.97310249; 8.99002073; -7.00431034; 8.96958015; 236.45370234996; 4.1267081860553
517; -7.66382706; 9.00456542; -7.69337498; 8.98296866; 233.50070769164; 4.0458947095049
518; -7.18695874; 8.99167701; -7.14810330; 9.01480850; 58.917575515267; 4.9992075380131
519; -7.15470852; 9.00345056; -7.18810923; 8.97974885; 234.30741595456; 4.5304150590116
520; -7.43408038; 9.00420243; -7.40393459; 9.03445315; 44.541689752232; 4.7290179409323
521; -7.32066420; 8.98580062; -7.29426581; 9.03016244; 30.441998522779; 5.7279655809284
522; -7.18471146; 9.00468462; -7.15728520; 9.03329746; 43.428867846952; 4.3906833873122
523; -7.48702580; 9.00116868; -7.43995710; 9.03352304; 55.158873490949; 6.3145466972348
524; -7.57808822; 9.01943553; -7.52672086; 9.03605174; 71.860521273739; 5.9560664409598
525; -7.14381035; 9.00068361; -7.11406946; 9.05423240; 28.743247435913; 6.7987042374392
526; -7.61191822; 9.02119250; -7.59976289; 9.05966738; 17.327198388116; 4.4830728390657
527; -7.40935608; 9.04261425; -7.36172545; 9.07603898; 54.598157854223; 6.4343363223258
528; -7.61629664; 9.01795369; -7.63610824; 8.97408050; 204.03892105065; 5.3448148515238
529; -6.95755053; 9.03929102; -6.92175362; 9.09712261; 31.432496815857; 7.5475107536588
530; -7.75094129; 9.06455520; -7.78103804; 9.04241069; 233.31406629572; 4.1301903110514
531; -7.68380290; 9.06431979; -7.65746978; 9.10003309; 36.056418427108; 4.918435167154
532; -7.49936366; 9.05275918; -7.45563746; 9.06776783; 70.830219764433; 5.1014838075818
533; -6.91974928; 9.06619660; -6.94338984; 9.03487291; 216.69983245503; 4.3521271520079
534; -6.83629138; 9.06245826; -6.79247948; 9.08931237; 58.168169265125; 5.6846626476742
535; -7.44248954; 9.07910480; -7.49549812; 9.06359381; 253.49862547796; 6.0934615757106
536; -7.12812473; 9.07979857; -7.15119451; 9.05062471; 217.98780662851; 4.1233792951983
537; -6.89631311; 9.06172369; -6.84103617; 9.09014537; 62.490200514427; 6.8721962478148
538; -7.58447609; 9.06069366; -7.55000787; 9.08117512; 58.960351691182; 4.4296140108137
539; -7.54994239; 9.09745096; -7.50731006; 9.11084202; 72.350072512025; 4.9298809366511
540; -7.31470602; 9.09372688; -7.28184521; 9.11744216; 53.834355459331; 4.4821640792549
541; -7.77807015; 9.11293687; -7.75229664; 9.14594671; 37.626298320714; 4.6407021133022
542; -7.11703474; 9.11337173; -7.16020549; 9.10274389; 256.00357402237; 4.9075687067252
543; -7.02213562; 9.10202037; -6.98214715; 9.12892006; 55.730615998168; 5.3314537860226
544; -7.15195231; 9.11572049; -7.11348897; 9.16488327; 37.680622292279; 6.9205761039669
545; -7.49687969; 9.12490471; -7.55156030; 9.10234022; 247.3225381767; 6.5291940575655
546; -7.60655605; 9.13782036; -7.63835169; 9.10321749; 222.21858684597; 5.2042715608941
547; -7.51976204; 9.13584919; -7.46342999; 9.16002828; 66.498338141986; 6.7673639681207
548; -7.56672758; 9.13169734; -7.60564733; 9.09061516; 223.09168631578; 6.2665937717106
549; -7.43028329; 9.12462318; -7.39907728; 9.14510202; 56.386471321202; 4.1261861160587
550; -7.38375824; 9.15262900; -7.43189480; 9.13059772; 245.13276073258; 5.8459216205688
551; -6.78558116; 9.14621357; -6.76347179; 9.19108919; 25.935898089289; 5.5551225716546
552; -7.57705679; 9.14258878; -7.54308580; 9.17283580; 47.950843729587; 5.0332561026396
553; -7.00713958; 9.14912638; -6.95286322; 9.19167108; 51.546047223657; 7.6332458316809
554; -6.91598209; 9.15132551; -6.87377296; 9.18253621; 53.16357677838; 5.8099136753127
555; -7.39242670; 9.16731497; -7.42692482; 9.14359637; 235.14919428091; 4.6288335704886
556; -6.81655018; 9.16863670; -6.82768226; 9.13291007; 197.10009209319; 4.1584028877365
557; -6.95787191; 9.17488597; -6.97122328; 9.13048634; 196.53618435192; 5.1522566482048
558; -7.20686705; 9.15776378; -7.17828368; 9.19667667; 35.945286682121; 5.3540264281807
559; -7.67789303; 9.18691785; -7.70638051; 9.16097776; 227.31454643819; 4.2631116576138
560; -6.93763679; 9.18182182; -6.89987471; 9.19895948; 65.307130627625; 4.5833107610622
561; -6.97642912; 9.17499034; -6.94789770; 9.20086311; 47.427063242377; 4.2654257548359
562; -7.07405773; 9.18908389; -7.04008649; 9.21222406; 55.389774808093; 4.5468981450156
563; -7.68330911; 9.19887402; -7.71891875; 9.16644805; 227.31389310845; 5.3289164114244
564; -7.48892095; 9.19973950; -7.52345132; 9.16787341; 226.93203104723; 5.2006030679194
565; -7.45989188; 9.22077465; -7.42214703; 9.23634366; 67.317443651275; 4.507406004543
566; -7.39222849; 9.21125624; -7.36263293; 9.23553482; 50.267977026496; 4.2354977190001
567; -7.50527118; 9.20686045; -7.46316094; 9.22241616; 69.479081856921; 4.9543137801308
568; -6.89552102; 9.19676469; -6.88430760; 9.24659487; 12.522563584527; 5.6774545420134
569; -7.66576474; 9.21779910; -7.61757846; 9.25179775; 54.437738546219; 6.5186854642829
570; -7.35675730; 9.20729874; -7.30620466; 9.27487361; 36.437693638114; 9.3564548859108
571; -7.58988904; 9.21099933; -7.57168645; 9.25650075; 21.545652227843; 5.4428150472501
572; -7.71320581; 9.23641914; -7.65294727; 9.28557070; 50.42311591647; 8.6002393112816
573; -7.10113069; 9.23045084; -7.07259208; 9.25796157; 45.674003533021; 4.3902928669799
574; -6.88997288; 9.21191801; -6.85293560; 9.28871052; 25.452929647818; 9.4673937508358
575; -7.41946763; 9.22493935; -7.39201943; 9.25736733; 39.874864990859; 4.7077108335915
576; -6.95487499; 9.22151279; -6.91925718; 9.24462986; 56.670201874847; 4.6972730379546
577; -6.81826408; 9.24511466; -6.85173246; 9.21711523; 229.71907020034; 4.8318456382597
578; -6.86084143; 9.24537104; -6.83007990; 9.27664123; 44.151946027661; 4.8604434553212
579; -7.44281766; 9.25433659; -7.48003656; 9.23442322; 241.54201169527; 4.6628063489336
580; -7.55638682; 9.25860960; -7.59464003; 9.25225114; 260.44343745339; 4.2753051218188
581; -6.94166408; 9.24042018; -6.91469813; 9.27714467; 35.929076248669; 5.0532804671464
582; -7.13653094; 9.24690887; -7.16627388; 9.19661581; 210.27659043778; 6.4840316690253
583; -7.13649953; 9.25287537; -7.10895692; 9.29829403; 30.897752734869; 5.8941564501636
584; -7.38711482; 9.25517532; -7.39344024; 9.30511312; 352.87503506523; 5.5964670940018
585; -6.96670369; 9.25303743; -6.94246852; 9.28977987; 33.061342481485; 4.8833937344106
586; -7.48925688; 9.24911010; -7.45950889; 9.30865968; 26.241520287349; 7.3893365717869
587; -7.71204456; 9.25540483; -7.68406064; 9.29056966; 38.143598546023; 4.9797623093628
588; -7.12232725; 9.24846207; -7.09101713; 9.28355346; 41.364708125736; 5.2116203459196
