FID; LONGITUDE1(deg); LATITUDE1(deg); LONGITUDE2(deg); LATITUDE2(deg); TETADEG(DEG); LONGEUR(Km)
589; -7.58861996; 9.25548274; -7.57372842; 9.29177377; 22.04544639932; 4.3564250546837
590; -7.45683045; 9.29671291; -7.41420553; 9.30249357; 82.171804961369; 4.7435711116405
591; -7.01387577; 9.31079476; -6.97988215; 9.33501052; 54.171826778769; 4.6180335549842
592; -6.94886843; 9.31585019; -6.97692716; 9.27912925; 217.02107570906; 5.1248073511903
593; -6.96046989; 9.29259497; -6.92084535; 9.34551722; 36.455613064526; 7.332073330129
594; -7.14598491; 9.31801563; -7.18048084; 9.30029319; 242.500808361; 4.2857687770577
595; -7.10507333; 9.30966411; -7.07916255; 9.35454500; 29.667301851503; 5.7515072169263
596; -7.21476191; 9.32433394; -7.15559177; 9.36037483; 58.308422076686; 7.6597718694868
597; -7.72373898; 9.34388524; -7.75278214; 9.31848747; 228.45466007321; 4.2680011695706
598; -7.77729869; 9.33702012; -7.72917217; 9.35204324; 72.440962930448; 5.5594147808886
599; -7.66584323; 9.34150231; -7.64818486; 9.38755236; 20.722702803063; 5.4778476959389
600; -7.22998738; 9.33742875; -7.18648566; 9.40609871; 32.003258337282; 9.0185659084108
601; -7.74991945; 9.35537234; -7.68974036; 9.37848527; 68.726161594615; 7.1115928462371
602; -7.04916882; 9.34678781; -7.00797432; 9.38832248; 44.376500312325; 6.4805816598357
603; -7.04536736; 9.34297015; -6.99002665; 9.37520388; 59.441399807223; 7.0815471620314
604; -7.21132473; 9.35577838; -7.18655910; 9.39199580; 34.004468008401; 4.8664853429985
605; -7.12947830; 9.34125337; -7.10254851; 9.37257040; 40.311333012043; 4.5777222078712
606; -7.16815891; 9.35935512; -7.15644907; 9.40485824; 14.245353663451; 5.2220465825147
607; -6.90379450; 9.36602622; -6.88827139; 9.40444037; 21.735389299527; 4.6023686444355
608; -7.50618265; 9.37830077; -7.46892914; 9.40255450; 56.576605992368; 4.9133825831489
609; -6.87370463; 9.37506668; -6.84719143; 9.42371600; 28.263377599333; 6.1506737725982
610; -7.51651575; 9.38919463; -7.49449512; 9.42816261; 29.137583392903; 4.9667403713604
611; -7.55468237; 9.40725616; -7.56903620; 9.37096498; 201.31788149498; 4.334483493608
612; -7.43180044; 9.39805155; -7.39621968; 9.41362403; 66.073577033915; 4.2884536294812
613; -7.75304999; 9.39661880; -7.72670571; 9.42907877; 38.680886334265; 4.6317497172167
614; -7.09861906; 9.39207605; -7.05089545; 9.42869887; 52.118102408311; 6.6570616831226
615; -7.33605997; 9.42744967; -7.30093184; 9.46091476; 45.995372260569; 5.3718474771295
616; -7.64530121; 9.42660483; -7.62331026; 9.46069977; 32.464767320603; 4.4996613561097
617; -7.26223945; 9.44119696; -7.28587539; 9.41202006; 218.63209076661; 4.1620084935122
618; -7.80974571; 9.43370987; -7.78613530; 9.46618380; 35.645804039364; 4.4502224593552
619; -7.61898426; 9.44928940; -7.58343442; 9.45728591; 77.151305399381; 4.0178502486189
620; -7.48460874; 9.44005546; -7.43806054; 9.46372183; 62.728484354052; 5.7674637169686
621; -6.83879308; 9.45674636; -6.79992074; 9.47114728; 69.411684625314; 4.5808270131597
622; -7.74680900; 9.46061985; -7.70078445; 9.49300601; 54.491857129027; 6.2198238977707
623; -7.84077798; 9.46799636; -7.87745812; 9.44803974; 241.12322942614; 4.6096210527552
624; -7.46208499; 9.46762549; -7.41371742; 9.52925421; 37.738107563509; 8.6834037209607
625; -7.06174720; 9.44177629; -7.01555495; 9.49521439; 40.448113964075; 7.8290348706513
626; -7.13352510; 9.50291534; -7.17583079; 9.45865955; 223.31944905831; 6.782510265546
627; -8.04954591; 9.46808155; -8.02157936; 9.50110421; 39.870131324678; 4.7921539825203
628; -6.97535389; 9.45647579; -6.95036066; 9.52575286; 19.585203131674; 8.1823104256556
629; -7.68940888; 9.46637835; -7.65591895; 9.50640024; 39.531701617066; 5.7814241554274
630; -7.04290173; 9.48994461; -7.06822049; 9.45645666; 216.71564515075; 4.6553514348786
631; -7.08612443; 9.47879324; -7.05324195; 9.49705339; 60.617024912766; 4.1580239672136
632; -7.03530274; 9.48122383; -7.06550429; 9.45372972; 227.29778535609; 4.522665165005
633; -7.00082967; 9.49079151; -7.02013693; 9.45835834; 210.42189908092; 4.1888589491529
634; -7.32105200; 9.48054048; -7.29136450; 9.51728425; 38.548260028897; 5.235850760684
635; -7.04021637; 9.48179375; -6.95930597; 9.58329563; 38.165081767849; 14.391863503882
636; -7.25050081; 9.49375646; -7.28450647; 9.46788684; 232.36053235909; 4.7269180902456
637; -8.02924210; 9.49732726; -8.00455396; 9.52927197; 37.3130102184; 4.4729029323527
638; -6.93953461; 9.50887601; -6.96320243; 9.47918483; 218.17689626696; 4.2100561514118
639; -7.97727976; 9.51020176; -8.00907519; 9.47773661; 224.01056367174; 5.0288970408797
640; -7.54985702; 9.51574157; -7.56150789; 9.47401515; 195.3982635196; 4.8142266674195
641; -7.06731260; 9.52099689; -7.09316057; 9.49076452; 220.14094949909; 4.4086553975301
642; -7.30627036; 9.48643644; -7.28404383; 9.56064494; 16.454597530451; 8.6080635971121
643; -7.44224559; 9.50497042; -7.41039076; 9.53954638; 42.255831457735; 5.2075271464602
644; -7.71049343; 9.52722316; -7.74447323; 9.50184658; 232.86869755227; 4.6883162400765
645; -7.04979181; 9.52740805; -7.08439514; 9.49505585; 226.53266792295; 5.2461509911981
646; -7.37714147; 9.52094860; -7.33276238; 9.54460803; 61.601288817989; 5.5564046617683
647; -6.91650429; 9.52284042; -6.86078352; 9.52196073; 90.912505986431; 6.1519167640067
648; -7.96032431; 9.51394993; -7.93559185; 9.55782602; 29.067624054824; 5.5875982115418
649; -7.93511598; 9.53503538; -7.89400994; 9.56909064; 49.962251050313; 5.9021674664729
650; -7.13224081; 9.53816547; -7.15537695; 9.50357379; 213.41165522697; 4.6163802107626
651; -6.82910507; 9.52068033; -6.81029245; 9.55798226; 26.442347281648; 4.6387856839559
652; -6.96724597; 9.53452956; -6.99857201; 9.50325323; 224.65090655465; 4.9039680614696
653; -6.90103475; 9.55094948; -6.92472866; 9.51800831; 215.35169901226; 4.5008394729066
654; -7.45300872; 9.54190833; -7.42499424; 9.57270485; 41.890977889586; 4.6116830312966
655; -7.80936189; 9.54493730; -7.73754320; 9.60273842; 50.773127929178; 10.193932066374
656; -6.87651574; 9.53995392; -6.86150376; 9.58162135; 19.557689003189; 4.9206873560421
657; -7.25842458; 9.54749866; -7.22492961; 9.57824849; 47.044292912544; 5.0341199088518
658; -7.39283405; 9.55411290; -7.40886934; 9.51404238; 201.53795984822; 4.7936631688256
659; -7.94266142; 9.56978481; -7.96244021; 9.53728824; 210.97386984445; 4.2191689940967
660; -7.69232887; 9.56079389; -7.62110250; 9.60229400; 59.415487112997; 9.1053592481521
661; -6.90330644; 9.53686226; -6.88005452; 9.58607398; 24.979994227725; 6.0441994366438
662; -7.04789004; 9.57350048; -6.98868267; 9.60570449; 61.112746198456; 7.451117854777
663; -7.08073219; 9.56392053; -7.04719776; 9.59898882; 43.31445979748; 5.3758299742533
664; -7.49288591; 9.54642334; -7.45832493; 9.57502452; 49.993301139365; 4.9631691398513
665; -7.48070077; 9.58271831; -7.49779998; 9.54752962; 205.60392478271; 4.3432398606301
666; -6.86323791; 9.56644683; -6.89288599; 9.54330744; 231.64267441502; 4.1632567454593
667; -6.91563800; 9.57544293; -6.88536728; 9.61051156; 40.399075330895; 5.1353499889092
668; -6.91400540; 9.57434842; -6.87499145; 9.60936326; 47.687646366409; 5.8058171090779
669; -7.03085009; 9.59076045; -7.06325523; 9.56219633; 228.20833313177; 4.7829287185765
670; -7.13701115; 9.56531182; -7.10727370; 9.60637388; 35.527985823767; 5.6225665724168
671; -7.16206418; 9.58117558; -7.12301821; 9.62544404; 41.009135150068; 6.5413568007496
672; -7.69223549; 9.58520845; -7.63794253; 9.62894520; 50.745690624447; 7.710376709471
673; -6.93800819; 9.58100017; -6.90123459; 9.60735422; 53.986425003915; 5.006495693561
674; -7.70149751; 9.59338160; -7.65874945; 9.62088852; 56.867215039694; 5.6165979140287
675; -7.59062209; 9.57016183; -7.56971282; 9.60317045; 31.987264387621; 4.3339766463412
676; -7.43794536; 9.60911060; -7.48403086; 9.57134024; 230.27089751768; 6.5921449948237
677; -7.71355270; 9.58583078; -7.66256565; 9.62361605; 53.066796853034; 7.0157558577804
678; -7.25986257; 9.58710472; -7.21043540; 9.63241755; 47.078983061346; 7.4239145213386
679; -8.13010015; 9.59960697; -8.11245835; 9.65545251; 17.297946144773; 6.5063250524932
680; -7.42913932; 9.62209053; -7.47348584; 9.60709931; 251.07874470596; 5.1658104366438
681; -6.82466356; 9.61772726; -6.79064691; 9.63866116; 58.024990740197; 4.4186543875147
682; -7.10172379; 9.62153076; -7.06222759; 9.64680376; 57.01158900445; 5.1857415354475
683; -7.47940421; 9.62828308; -7.42358735; 9.64050993; 77.46845829864; 6.3025241805346
684; -6.83724906; 9.61509470; -6.80364974; 9.65609809; 38.930809517554; 5.8778595305318
685; -6.81848902; 9.64317701; -6.85311998; 9.61139742; 227.05634196575; 5.2063162299228
686; -7.08029834; 9.64093859; -7.12024642; 9.63248027; 257.88242414403; 4.5071816872677
687; -6.85910018; 9.61631545; -6.81626817; 9.64858605; 52.609479290801; 5.9361514784909
688; -8.00647078; 9.62206381; -7.98774487; 9.66758829; 22.072118477697; 5.4659414408269
689; -6.85296930; 9.63525876; -6.81662580; 9.67787311; 40.05281622123; 6.2091450605192
690; -7.49355255; 9.64299284; -7.41581230; 9.66651373; 72.932005710123; 8.9614041033781
691; -7.85656591; 9.64981440; -7.81384690; 9.66974519; 64.669827972187; 5.2015403582587
692; -8.00755956; 9.62369477; -7.99375683; 9.66869114; 16.824947645132; 5.2291156171738
693; -7.40825777; 9.64532186; -7.35675019; 9.67003381; 64.044868579145; 6.3096710754606
694; -7.52632127; 9.65072974; -7.48470607; 9.66519677; 70.5720202256; 4.861611088714
695; -7.04144543; 9.64885575; -7.00190726; 9.68008616; 51.293175962536; 5.5766712771963
696; -7.20925349; 9.64922687; -7.17301286; 9.67941220; 49.802332887647; 5.22019227414
697; -7.58266277; 9.64391339; -7.61609659; 9.62343293; 238.14890587445; 4.3319237628201
698; -6.82941871; 9.64324604; -6.81169644; 9.67946865; 25.747486787516; 4.477893801693
699; -7.34913346; 9.66240271; -7.38696859; 9.63871306; 237.58287805631; 4.9342914070273
700; -7.70936548; 9.68076240; -7.72808320; 9.64719364; 208.79831928173; 4.2645749539697
701; -7.41750566; 9.65512926; -7.37694691; 9.67663953; 61.716971285695; 5.0718005384275
702; -7.21627964; 9.66445153; -7.18659204; 9.69575699; 43.067997779847; 4.7794875856225
703; -7.86574852; 9.68348498; -7.91336052; 9.67224457; 256.53580009664; 5.3909903319367
704; -7.02155346; 9.68562373; -7.04906308; 9.65486525; 221.40386623992; 4.5732222425475
705; -7.20807992; 9.66440890; -7.16963294; 9.69783653; 48.584210012912; 5.6397079771286
706; -7.53116876; 9.66756845; -7.50315545; 9.69674309; 43.423760169035; 4.4789262053608
707; -8.11404774; 9.67499105; -8.07346810; 9.71558028; 44.57771181153; 6.3503406032612
708; -7.12542097; 9.68512215; -7.15032270; 9.62993078; 203.98133144726; 6.7239465724389
709; -7.23374136; 9.67050852; -7.20110638; 9.74193998; 24.240775266192; 8.7206068762998
710; -7.71974653; 9.68297149; -7.70647751; 9.72090043; 19.024891598269; 4.4637525477508
711; -7.55456968; 9.69316611; -7.50509673; 9.75208737; 39.606479554501; 8.524567165841
712; -6.80942235; 9.69301184; -6.76232902; 9.70626496; 74.061785255044; 5.4046485962123
713; -6.81812875; 9.69903279; -6.84457554; 9.66611867; 218.38365622061; 4.6819219072256
714; -6.84669261; 9.67697836; -6.80684017; 9.75373360; 27.098560607745; 9.6022103879959
715; -6.95267729; 9.68576200; -6.92296079; 9.71812411; 42.146268964612; 4.8691341437967
716; -7.26373850; 9.68422259; -7.23786546; 9.71826446; 36.837166268897; 4.7406083489531
717; -7.06457845; 9.71353103; -7.08776665; 9.67352401; 209.74248987889; 5.131973592794
718; -6.96295467; 9.70372101; -6.93924711; 9.73666254; 35.348145932098; 4.5016244444937
719; -7.09351903; 9.71965990; -7.06328199; 9.74877897; 45.661225551227; 4.6493782079047
720; -7.04256931; 9.73781305; -7.07346482; 9.68917351; 212.05275587885; 6.3933948071983
721; -7.01579978; 9.73440424; -7.05690615; 9.71674187; 246.44915883086; 4.9432824848647
722; -7.23840652; 9.71935213; -7.19828515; 9.75819793; 45.506328264592; 6.1843833918509
723; -8.01815451; 9.74092859; -7.98468668; 9.77501457; 44.055544899565; 5.2864349604874
724; -7.48715514; 9.72868059; -7.45190802; 9.78277215; 32.705454402001; 7.1608676857405
725; -7.62163900; 9.73901517; -7.62038452; 9.77807247; 1.812941986946; 4.3451738173726
726; -6.82779922; 9.72512528; -6.82413596; 9.78421388; 3.4960999088743; 6.5827890177676
727; -7.45749207; 9.75784275; -7.39389237; 9.79172508; 61.59932626403; 7.9606331176514
728; -8.07230091; 9.74216528; -8.04318305; 9.78712154; 32.548021809693; 5.9385343424365
729; -7.10927583; 9.73710427; -7.08341841; 9.76516458; 42.242954216165; 4.2280152435683
730; -6.87017110; 9.76715116; -6.90800574; 9.74948865; 244.65685699117; 4.6153651077161
731; -7.52474598; 9.76085316; -7.49075105; 9.78023434; 59.947268585351; 4.3231178266078
732; -7.33770196; 9.76324649; -7.30695816; 9.78696312; 51.943806146445; 4.2955024715389
733; -7.05986340; 9.77262456; -7.09551830; 9.75275734; 240.51935963684; 4.5122098781784
734; -7.12888280; 9.75077251; -7.09259297; 9.78636957; 45.130692689115; 5.6303760583501
735; -6.84283623; 9.76697899; -6.86604582; 9.72807789; 210.45823228506; 5.0275698082172
736; -8.03176589; 9.76267183; -8.00699477; 9.81523310; 24.908961833112; 6.4496443006418
737; -6.98012112; 9.75805899; -6.93237579; 9.78705925; 58.348835846292; 6.1782706772768
738; -7.39618146; 9.77057919; -7.36260982; 9.81381698; 37.417839230942; 6.0679927928446
739; -7.26876996; 9.76886992; -7.24670609; 9.80510046; 30.96704490831; 4.706707788472
740; -7.05102651; 9.78776079; -7.01486411; 9.80002592; 71.004273365389; 4.2174224728424
741; -6.92973601; 9.77185749; -6.89669691; 9.80907589; 41.175989117717; 5.5161836727095
742; -7.80253828; 9.77442216; -7.75207323; 9.81276247; 52.364373232929; 7.0062191866326
743; -7.95350053; 9.77709044; -7.90523267; 9.81708994; 49.933316078385; 6.9311182376543
744; -8.10774580; 9.78295627; -8.08141327; 9.81001687; 43.795968616589; 4.1782228262868
745; -7.09693964; 9.79127552; -7.13870649; 9.75408075; 227.90112419922; 6.1922062081446
746; -7.41914512; 9.77177162; -7.38446101; 9.81934663; 35.690967475852; 6.527818319175
747; -7.76203238; 9.78241559; -7.72311006; 9.80505884; 59.440852440116; 4.9729960621482
748; -7.04933227; 9.79697157; -7.08117537; 9.77491502; 234.89967909627; 4.2851672558815
749; -7.31510658; 9.79785280; -7.28433556; 9.82590602; 47.222068193989; 4.6096333646507
750; -7.40540333; 9.78635452; -7.38606242; 9.82749141; 24.856145791122; 5.0469715659946
751; -7.16245760; 9.81007857; -7.19106841; 9.77822942; 221.5186439232; 4.7439600871303
752; -7.54978318; 9.78862904; -7.52393789; 9.81998329; 39.083396310677; 4.5024693189675
753; -7.19489034; 9.77933459; -7.16454645; 9.82798962; 31.570077178587; 6.362139011917
754; -6.90829152; 9.79125049; -6.94284761; 9.77356409; 242.55698301509; 4.2915624658557
755; -7.42714656; 9.81466519; -7.46551349; 9.79748126; 245.56030524813; 4.6417526658774
756; -6.78739884; 9.80024554; -6.76747696; 9.83590613; 28.829793951031; 4.5345607479839
757; -8.07153255; 9.82192744; -8.02437081; 9.85977719; 50.831885345348; 6.68395010559
758; -6.82557825; 9.81459249; -6.80124832; 9.85565032; 30.277220867254; 5.2970811346109
759; -6.99671861; 9.81673261; -6.97677219; 9.85946040; 24.698861584609; 5.2363684029941
760; -6.99066098; 9.82374745; -6.95977195; 9.86695093; 35.159637755714; 5.8908146822179
761; -7.43696374; 9.82067800; -7.39855640; 9.84545257; 56.785350482855; 5.0521133420211
762; -7.31993848; 9.81577792; -7.29018438; 9.85848266; 34.466905622304; 5.7721713180334
763; -7.23663515; 9.84790072; -7.26142402; 9.81439778; 216.09551454828; 4.6211509559648
764; -7.18361696; 9.84111065; -7.11485723; 9.91016127; 44.445531212284; 10.793733562387
765; -7.58177578; 9.85386683; -7.65240216; 9.84059277; 259.20616197615; 7.9227017303306
766; -6.91999513; 9.84338716; -6.91866317; 9.88134273; 1.9800422205483; 4.2230270629397
767; -6.98528482; 9.89856132; -7.00298398; 9.86612502; 208.26233539519; 4.1017651734829
768; -7.00027887; 9.86122769; -6.97872133; 9.89852190; 29.658250740702; 4.7809991613504
769; -7.22731378; 9.85219138; -7.25320338; 9.81761015; 216.41685649186; 4.7897613337362
770; -7.15407711; 9.84203540; -7.12267884; 9.88145781; 38.11819431656; 5.5872039267881
771; -7.49149117; 9.85835791; -7.45418894; 9.88043121; 59.006478947626; 4.7893280999331
772; -7.51784374; 9.83731693; -7.49027102; 9.88601995; 29.149309540512; 6.2102865509663
773; -7.41764189; 9.85801962; -7.35518009; 9.87833463; 71.725392510645; 7.2487598953329
774; -7.65114482; 9.88073545; -7.62422563; 9.90721047; 45.045056441963; 4.1794635181283
775; -7.39465135; 9.86116587; -7.36874907; 9.90009943; 33.23966862711; 5.1865911724656
776; -7.49911294; 9.86652944; -7.44865211; 9.89451047; 60.622323224777; 6.3742451209191
777; -6.96031217; 9.86803891; -6.93547172; 9.90476706; 33.672962854287; 4.9190098867462
778; -7.15716579; 9.87676669; -7.12203638; 9.89826869; 58.143962605718; 4.5540373065808
779; -7.30433119; 9.87320031; -7.26694971; 9.90826885; 46.39701520056; 5.6749782409306
780; -8.01008161; 9.88089704; -7.95788157; 9.94964873; 36.788838535741; 9.5647488188387
781; -6.81846804; 9.89806195; -6.86349656; 9.87015062; 237.82584048152; 5.8605551747186
782; -7.19101648; 9.88834111; -7.21797182; 9.86027865; 223.42244267443; 4.3103838650104
783; -7.24079774; 9.88806272; -7.18646765; 9.91977698; 59.345894647079; 6.9539160721044
784; -7.06734654; 9.89633143; -7.01881810; 9.96167559; 36.182623820351; 9.0263040439563
785; -7.09907491; 9.89597000; -7.06226447; 9.92342134; 52.869521083944; 5.0810065873213
786; -8.07131079; 9.90114809; -8.04003194; 9.93090346; 45.996372931048; 4.7756058220685
787; -7.67065330; 9.92747142; -7.62841537; 9.95225756; 59.211367478855; 5.4095886843801
788; -6.96765533; 9.91906460; -6.94611316; 9.95255883; 32.352985125581; 4.418680457601
789; -7.45395781; 9.92979678; -7.39855375; 9.95883022; 61.981168689898; 6.9095549829914
790; -7.14535633; 9.93419713; -7.11276460; 9.98879714; 30.449262913787; 7.0562987232294
791; -8.14353755; 9.90459567; -8.10571591; 9.92728692; 58.653135097649; 4.8682529374535
792; -7.61532529; 9.94189561; -7.58782734; 9.97378938; 40.335028422189; 4.6650455502337
793; -7.36849390; 9.95163270; -7.34099331; 9.97970530; 43.972534486099; 4.3521984082798
794; -7.86157469; 9.94499417; -7.82151544; 9.97523923; 52.524154156808; 5.5482101194169
795; -7.93542157; 9.95608904; -7.95959892; 9.92578003; 218.15947196944; 4.2950691751435
796; -8.03830602; 9.95965652; -8.00268077; 9.97583002; 65.249690331004; 4.315212262438
797; -8.04432658; 9.95967380; -8.01196272; 9.98345402; 53.272532982085; 4.4373443517232
798; -7.90041278; 9.95054988; -7.87512066; 9.98464808; 36.147715694339; 4.7049138843165
799; -7.10026199; 9.97462386; -7.13158413; 9.95093507; 232.48296489332; 4.3454032664903
800; -7.19113163; 9.96699274; -7.16251030; 9.99721143; 43.006316318153; 4.6109896188425
801; -8.04318763; 9.97486345; -8.01407694; 10.00841981; 40.506686985951; 4.91895311517
802; -7.70931508; 9.97590911; -7.67966985; 9.99857971; 52.16820385464; 4.1262772225655
803; -7.77110032; 9.99187660; -7.80295251; 9.96269419; 227.07222923423; 4.779506452061
804; -6.97766764; 9.98095373; -6.99049323; 9.94143903; 197.72939368814; 4.6162305844429
805; -7.54733553; 9.97253051; -7.52095034; 9.99845478; 45.0652950262; 4.0950504776565
806; -7.82365988; 9.98772584; -7.79997731; 10.02779095; 30.201970741746; 5.1627454185305
807; -7.74036447; 10.01400634; -7.77545661; 9.99786077; 244.96121126681; 4.262840459906
808; -7.65396162; 9.99467901; -7.58633572; 10.06546853; 43.244204863779; 10.840223081323
809; -7.13235990; 10.00680685; -7.15942226; 9.96248012; 211.01971798539; 5.762748629492
810; -7.38957485; 10.00435473; -7.42851129; 9.98772403; 246.55661173513; 4.6747074357853
811; -8.05890306; 10.02971126; -8.07870139; 9.99775296; 211.387736948; 4.1688227147961
812; -6.93253570; 10.02352174; -6.98786891; 10.01247223; 258.54168786139; 6.2297888481156
813; -7.56640846; 9.99105849; -7.51805880; 10.03261957; 48.878530935223; 7.054297766235
814; -7.59801129; 10.02374424; -7.61569405; 9.98421414; 203.77611639523; 4.8082384692134
815; -7.42782057; 10.01755723; -7.39647316; 10.04832834; 45.087368006866; 4.8636403792859
816; -7.04268220; 9.99652834; -7.00463144; 10.04511504; 37.636261081134; 6.8426715094464
817; -6.93085640; 10.02947701; -6.97303870; 10.02160211; 259.26881211712; 4.7375993835554
818; -7.49404870; 10.01677905; -7.46819039; 10.04541281; 41.643349411549; 4.2737195026534
819; -7.44467534; 10.04096340; -7.48417959; 10.02053163; 242.2935114943; 4.9123814366239
820; -7.20937800; 10.03218197; -7.18075736; 10.06131662; 44.045048914095; 4.5237602541983
821; -7.49499551; 10.04879062; -7.52309534; 10.00822938; 214.30389086441; 5.4715699199225
822; -7.24050134; 10.04536685; -7.27347950; 10.01896076; 230.88667835394; 4.6748001228072
823; -7.60996028; 10.04549537; -7.56111413; 10.07458244; 58.830952952159; 6.280719272497
824; -7.30173021; 10.05870509; -7.34671883; 10.03777701; 244.71634697061; 5.4803039843975
825; -7.53332813; 10.04516504; -7.51986468; 10.11671527; 10.49459741186; 8.0932720793508
826; -7.72369490; 10.07742059; -7.75663831; 10.05258885; 232.56696953223; 4.56061610424
827; -7.20647732; 10.06199948; -7.16089814; 10.08886961; 59.084513570488; 5.8490841604174
828; -7.15873654; 10.08397589; -7.19602739; 10.07116377; 250.76649574106; 4.3537462132759
829; -7.76985037; 10.03310622; -7.75600987; 10.07374600; 18.536953401023; 4.7692852728139
830; -7.61206877; 10.06449248; -7.58563687; 10.10018654; 36.092615836672; 4.9234300915791
831; -7.77020278; 10.08465019; -7.80477836; 10.06198964; 236.35318559817; 4.5671511158571
832; -7.14786441; 10.07089737; -7.14157023; 10.11859338; 7.4019427601666; 5.3488264562261
833; -8.00620804; 10.07567828; -7.97818924; 10.10597787; 42.3129337007; 4.568395801282
834; -7.21608104; 10.10707254; -7.24692834; 10.07143768; 220.44243593924; 5.2229919109013
835; -7.22326550; 10.09463560; -7.18147121; 10.12912218; 50.027604355872; 5.9969331181589
836; -7.54237752; 10.10216811; -7.50831250; 10.12859804; 51.754743021221; 4.7685168399756
837; -7.11812156; 10.10327306; -7.08990871; 10.15355256; 28.9127227414; 6.3990909217753
838; -7.04686347; 10.12021429; -7.09627579; 10.09501174; 242.6162667717; 6.1306043463732
839; -7.05510639; 10.11483938; -7.09246689; 10.09119301; 237.26659480095; 4.8897832592777
840; -7.62338712; 10.10631411; -7.58005020; 10.12566065; 65.603270288486; 5.2385807260209
841; -7.35246956; 10.09096675; -7.33421288; 10.12830441; 25.703155830248; 4.6142037749886
842; -7.11631509; 10.13146720; -7.09858411; 10.16770504; 25.71565616894; 4.4793143484745
843; -6.74582010; 10.12262733; -6.72099101; 10.15119621; 40.545766200826; 4.1963225396753
844; -7.07852936; 10.13396034; -7.03520728; 10.14672095; 73.337627282787; 4.9868272382564
845; -7.64079494; 10.13297018; -7.61930158; 10.16543182; 33.092606857601; 4.3174262178706
846; -6.96910073; 10.12625157; -6.94697944; 10.16190866; 31.410119208231; 4.6563970267333
847; -6.99524823; 10.14647924; -7.03168301; 10.09625960; 215.53831217478; 6.8812626247202
848; -6.74683887; 10.13347979; -6.72414812; 10.16911289; 32.078314645667; 4.6880306076094
849; -6.78836105; 10.14406545; -6.74724205; 10.15408896; 76.087290554924; 4.6751639830828
850; -7.83947483; 10.15706216; -7.80002222; 10.16343084; 80.683041615065; 4.403452469459
851; -7.67740673; 10.15102317; -7.63835450; 10.19209524; 43.099452372751; 6.2752862974144
852; -7.10426615; 10.13248269; -7.08425996; 10.18280827; 21.368858591129; 6.0156422356026
853; -7.34278796; 10.16414980; -7.37418541; 10.12687714; 219.66830376809; 5.4005491082427
854; -7.29082957; 10.15357648; -7.26380094; 10.19086242; 35.50573473453; 5.1065790200682
855; -7.60337447; 10.17621465; -7.64777628; 10.16555059; 256.29134984986; 5.0352104739764
856; -7.84548698; 10.16033878; -7.81963503; 10.19117263; 39.528512046718; 4.4570133866913
857; -7.14786135; 10.16690264; -7.09957951; 10.18452482; 69.650027326486; 5.6762001584181
858; -7.31491891; 10.15370114; -7.29933365; 10.20189812; 17.653724103795; 5.628176976755
859; -6.99459271; 10.16383062; -6.96432062; 10.18967648; 49.057907983351; 4.4071317163493
860; -7.44680797; 10.16682938; -7.45577933; 10.12293063; 191.37514833692; 4.9805298430702
861; -7.62474264; 10.17359253; -7.57591993; 10.19291415; 68.091386855732; 5.7941879199203
862; -7.35966959; 10.18213590; -7.39098339; 10.16167771; 236.42810880826; 4.1350962547381
863; -6.84115880; 10.18780146; -6.86711334; 10.15380609; 216.92625232419; 4.7433845241401
864; -7.55953269; 10.18361971; -7.52164831; 10.20515056; 59.99250434384; 4.8137100504393
865; -6.80622978; 10.17238466; -6.76534790; 10.22633594; 36.711264411198; 7.5077040371432
866; -6.77220011; 10.18571184; -6.80138890; 10.15987947; 228.04244573666; 4.3171686155987
867; -7.38751846; 10.19746342; -7.36872927; 10.23100263; 28.867913467683; 4.266308117206
868; -6.63684361; 10.20699287; -6.67150826; 10.18229887; 234.1062170744; 4.7114337870993
869; -6.88236412; 10.16529365; -6.84868763; 10.20791646; 37.86746088431; 6.0236498314952
870; -6.85648591; 10.18790234; -6.81288240; 10.24021602; 39.357887283116; 7.550668608149
871; -7.15312682; 10.20327334; -7.12231606; 10.22858999; 50.138134412309; 4.4137230988245
872; -7.30359917; 10.22361803; -7.33983995; 10.20481889; 242.21029345617; 4.5105557124821
873; -7.15026378; 10.22495315; -7.19974326; 10.18997340; 234.31379470549; 6.7027662269419
874; -7.52915295; 10.24044687; -7.56700742; 10.22651065; 249.49234847173; 4.4512056979586
875; -7.68044024; 10.21234157; -7.66768524; 10.25026672; 18.311987468906; 4.4451636114169
876; -6.84090647; 10.22521878; -6.76907763; 10.24100305; 77.405960283263; 8.1226244350386
877; -7.59112695; 10.22173325; -7.55868203; 10.25088663; 47.598436505592; 4.8268076455624
878; -6.88686136; 10.23040106; -6.85372060; 10.27356882; 37.066755298143; 6.0353849700582
879; -6.75707551; 10.23495547; -6.78515325; 10.21237185; 230.74331171264; 3.9897449447716
880; -6.74765797; 10.25061627; -6.78511194; 10.21833670; 228.79206661586; 5.476050336361
881; -6.98913137; 10.24894646; -6.95669054; 10.26989540; 56.722185303926; 4.271615190913
882; -7.46770786; 10.26186258; -7.48924610; 10.22453181; 209.58814131106; 4.7821883198311
883; -7.68564438; 10.27855146; -7.71535684; 10.24611833; 222.03600573655; 4.8709055422068
884; -6.77922603; 10.27740538; -6.82093881; 10.26304654; 250.72202760615; 4.8745225371014
885; -6.69548476; 10.27302499; -6.66955427; 10.29995174; 43.45419376681; 4.1431638951095
